biofix_rule,use_cultivar_offsets,state_n_events,state_n_matched,state_mean_abs_stage_distance,state_exact_state_accuracy,state_adjacent_state_accuracy,state_major_stage_accuracy,date_n_events,date_n_matched,date_mae_days,date_rmse_days,date_bias_days,date_within_7_days,date_within_14_days
tmean_ge_8_run_3d,True,150,150,3.9066666666666667,0.08666666666666667,0.31333333333333335,0.4666666666666667,66,65,19.892307692307693,24.88032896146611,11.76923076923077,0.27692307692307694,0.4461538461538462
tmean_ge_10_run_3d,True,150,150,3.9066666666666667,0.08666666666666667,0.31333333333333335,0.4666666666666667,66,65,19.892307692307693,24.88032896146611,11.76923076923077,0.27692307692307694,0.4461538461538462
jan1,True,150,150,3.8933333333333335,0.09333333333333334,0.31333333333333335,0.4666666666666667,66,65,19.907692307692308,24.90783009416918,11.661538461538461,0.3076923076923077,0.46153846153846156
tmean_ge_12_run_3d,True,150,150,3.92,0.08666666666666667,0.31333333333333335,0.4666666666666667,66,65,19.923076923076923,24.91493219243926,11.76923076923077,0.27692307692307694,0.4461538461538462
tmean_ge_8_run_5d,True,150,150,3.92,0.09333333333333334,0.31333333333333335,0.46,66,65,19.923076923076923,24.90505046093138,11.76923076923077,0.27692307692307694,0.4461538461538462
tmean_ge_10_run_5d,True,150,150,3.9266666666666667,0.09333333333333334,0.31333333333333335,0.46,66,65,19.93846153846154,24.936226350740895,11.784615384615385,0.27692307692307694,0.4461538461538462
tmean_ge_12_run_5d,True,150,150,3.933333333333333,0.09333333333333334,0.31333333333333335,0.46,66,65,19.953846153846154,24.940853109830744,11.8,0.26153846153846155,0.4461538461538462
tmean_ge_8_run_7d,True,150,150,3.953333333333333,0.08666666666666667,0.30666666666666664,0.46,66,65,20.015384615384615,24.997538340343095,11.76923076923077,0.26153846153846155,0.4461538461538462
tmean_ge_10_run_7d,True,150,150,3.953333333333333,0.08666666666666667,0.30666666666666664,0.46,66,65,20.015384615384615,24.997538340343095,11.76923076923077,0.26153846153846155,0.4461538461538462
tmean_ge_12_run_7d,True,150,150,3.9466666666666668,0.09333333333333334,0.30666666666666664,0.46,66,65,20.06153846153846,25.008921485065162,11.96923076923077,0.24615384615384617,0.4307692307692308
jan1,False,150,150,3.9266666666666667,0.06,0.29333333333333333,0.4533333333333333,66,65,20.892307692307693,25.431658042078787,10.092307692307692,0.2,0.4307692307692308
tmean_ge_8_run_3d,False,150,150,3.9266666666666667,0.06666666666666667,0.2866666666666667,0.4533333333333333,66,65,20.953846153846154,25.43891628073927,10.061538461538461,0.16923076923076924,0.4153846153846154
tmean_ge_10_run_3d,False,150,150,3.9266666666666667,0.06666666666666667,0.2866666666666667,0.4533333333333333,66,65,20.953846153846154,25.43891628073927,10.061538461538461,0.16923076923076924,0.4153846153846154
tmean_ge_12_run_3d,False,150,150,3.933333333333333,0.06666666666666667,0.2866666666666667,0.4533333333333333,66,65,20.96923076923077,25.470042735006885,10.107692307692307,0.16923076923076924,0.4153846153846154
tmean_ge_12_run_7d,False,150,150,3.953333333333333,0.06666666666666667,0.3,0.44666666666666666,66,65,20.876923076923077,25.39685019840059,10.415384615384616,0.18461538461538463,0.4153846153846154
tmean_ge_8_run_5d,False,150,150,3.94,0.06666666666666667,0.2866666666666667,0.44666666666666666,66,65,21.015384615384615,25.46672036509307,10.061538461538461,0.16923076923076924,0.4153846153846154
tmean_ge_10_run_5d,False,150,150,3.9466666666666668,0.06666666666666667,0.2866666666666667,0.44666666666666666,66,65,21.03076923076923,25.49720950040793,10.076923076923077,0.16923076923076924,0.4153846153846154
tmean_ge_12_run_5d,False,150,150,3.9466666666666668,0.06666666666666667,0.29333333333333333,0.44,66,65,21.015384615384615,25.480007245500722,10.123076923076923,0.16923076923076924,0.4153846153846154
tmean_ge_8_run_7d,False,150,150,3.966666666666667,0.06666666666666667,0.2866666666666667,0.44,66,65,21.0,25.5008295491011,10.169230769230769,0.16923076923076924,0.4153846153846154
tmean_ge_10_run_7d,False,150,150,3.966666666666667,0.06666666666666667,0.2866666666666667,0.44,66,65,21.0,25.5008295491011,10.169230769230769,0.16923076923076924,0.4153846153846154
