metric_level,model,evaluation,n_events,n_matched,mean_abs_stage_distance,exact_state_accuracy,adjacent_state_accuracy,major_stage_accuracy,mae_days,rmse_days,bias_days,within_7_days,within_14_days
observed_date_state,baseline_interpolated,resubstitution,150,150,5.06,0.09333333333333334,0.25333333333333335,0.36666666666666664,,,,,
observed_date_state,deployable_recalibrated,losyo,150,150,3.8466666666666667,0.10666666666666667,0.3466666666666667,0.49333333333333335,,,,,
observed_date_state,deployable_recalibrated,resubstitution,150,150,2.76,0.21333333333333335,0.49333333333333335,0.6266666666666667,,,,,
first_observed_stage_date,baseline_interpolated,resubstitution,66,65,,,,,29.06153846153846,35.14169121625283,25.584615384615386,0.15384615384615385,0.35384615384615387
first_observed_stage_date,deployable_recalibrated,losyo,66,65,,,,,19.646153846153847,24.791127445116327,12.476923076923077,0.2923076923076923,0.47692307692307695
first_observed_stage_date,deployable_recalibrated,resubstitution,66,66,,,,,14.696969696969697,21.997245006563613,9.393939393939394,0.4696969696969697,0.6515151515151515
