id,image,post_id
26,grape/static/forum/微信图片_20240602195623.jpg,51d81f48-200c-4244-902b-4b5cae1b1a89
27,grape/static/forum/123.jpg,8cf2edee-54ce-4def-9d65-c51d33ebd8a3
28,grape/static/forum/白粉3_2.jpg,8cf2edee-54ce-4def-9d65-c51d33ebd8a3
29,grape/static/forum/Grapevine_yellow.jpg,8cf2edee-54ce-4def-9d65-c51d33ebd8a3
39,grape/static/forum/IMG_20240730_114259.jpg_compressed.jpg,01244cf2-5905-4b2c-8b1d-c95589811e8a
