recode_ptr_id,growthstage_uuid_id
23fef094-44d8-4e43-b396-63dfa91d9c0e,a818cb78-9ff0-4797-9f96-7e1026e482a2
2cf7d32a-0dab-4156-b590-1867caf7db54,c0863a91-a163-4b20-9c78-d6cd73106ef9
10c5093b-04ee-4cd1-bb59-cd96b2376e7e,b80d3f4f-2308-4813-8bb7-e8efa0a11f79
a480cd04-3df5-42bc-8720-b6d6bedbcd27,537e5c33-2a4a-414e-959f-3f527b6a09f5
618e42b6-5757-40cd-b617-b0b6bd32465c,2de32f64-aad5-4fea-abbd-002515869916
15dd86ad-bdeb-4fb5-8679-1b520365d57d,bf213452-d5b0-4d5d-938c-e505ff2e5518
